activity,fpr,tpr,auc
activity_tm_3kmh,0.11117752540346683,0.9748466257668712,0.9865327705638817
activity_tm_3kmh,0.11117752540346683,0.9754601226993865,0.9865327705638817
activity_tm_3kmh,0.11177525403466826,0.9760736196319019,0.9865327705638817
activity_tm_3kmh,0.11356843992827256,0.9760736196319019,0.9865327705638817
activity_tm_3kmh,0.11835026897788405,0.9766871165644172,0.9865327705638817
activity_tm_3kmh,0.11835026897788405,0.9773006134969325,0.9865327705638817
activity_tm_3kmh,0.12133891213389121,0.9779141104294479,0.9865327705638817
activity_tm_3kmh,0.1261207411835027,0.9779141104294479,0.9865327705638817
activity_tm_3kmh,0.1261207411835027,0.9785276073619632,0.9865327705638817
activity_tm_3kmh,0.12731619844590555,0.9791411042944785,0.9865327705638817
activity_tm_3kmh,0.12851165570830841,0.9791411042944785,0.9865327705638817
activity_tm_3kmh,0.13209802749551702,0.9797546012269939,0.9865327705638817
activity_tm_3kmh,0.13209802749551702,0.9803680981595092,0.9865327705638817
activity_tm_3kmh,0.1332934847579199,0.9803680981595092,0.9865327705638817
activity_tm_3kmh,0.14405260011954574,0.9815950920245399,0.9865327705638817
activity_tm_3kmh,0.14405260011954574,0.9828220858895705,0.9865327705638817
activity_tm_3kmh,0.14644351464435146,0.9834355828220859,0.9865327705638817
activity_tm_3kmh,0.14943215780035865,0.9834355828220859,0.9865327705638817
activity_tm_3kmh,0.14943215780035865,0.9840490797546012,0.9865327705638817
activity_tm_3kmh,0.15361625821876868,0.9852760736196319,0.9865327705638817
activity_tm_3kmh,0.16497310221159595,0.9852760736196319,0.9865327705638817
activity_tm_3kmh,0.16855947399880455,0.9858895705521472,0.9865327705638817
activity_tm_3kmh,0.16855947399880455,0.9865030674846625,0.9865327705638817
activity_tm_3kmh,0.17274357441721458,0.9871165644171779,0.9865327705638817
activity_tm_3kmh,0.18230723251643755,0.9871165644171779,0.9865327705638817
activity_tm_3kmh,0.18230723251643755,0.9883435582822085,0.9865327705638817
activity_tm_3kmh,0.19246861924686193,0.9889570552147239,0.9865327705638817
activity_tm_3kmh,0.19426180514046623,0.9889570552147239,0.9865327705638817
activity_tm_3kmh,0.19485953377166768,0.9895705521472392,0.9865327705638817
activity_tm_3kmh,0.19485953377166768,0.9901840490797545,0.9865327705638817
activity_tm_3kmh,0.20980274955170353,0.9901840490797545,0.9865327705638817
activity_tm_3kmh,0.214584578601315,0.99079754601227,0.9865327705638817
activity_tm_3kmh,0.214584578601315,0.9914110429447853,0.9865327705638817
activity_tm_3kmh,0.25164375373580394,0.9920245398773007,0.9865327705638817
activity_tm_3kmh,0.25702331141661683,0.9920245398773007,0.9865327705638817
activity_tm_3kmh,0.25702331141661683,0.992638036809816,0.9865327705638817
activity_tm_3kmh,0.269575612671847,0.9932515337423313,0.9865327705638817
activity_tm_3kmh,0.27734608487746565,0.9932515337423313,0.9865327705638817
activity_tm_3kmh,0.29348475791990436,0.9938650306748467,0.9865327705638817
activity_tm_3kmh,0.29348475791990436,0.994478527607362,0.9865327705638817
activity_tm_3kmh,0.32695756126718467,0.9950920245398773,0.9865327705638817
activity_tm_3kmh,0.3323371189479976,0.9950920245398773,0.9865327705638817
activity_tm_3kmh,0.3323371189479976,0.9957055214723927,0.9865327705638817
activity_tm_3kmh,0.34309623430962344,0.996319018404908,0.9865327705638817
activity_tm_3kmh,0.3526598924088464,0.996319018404908,0.9865327705638817
activity_tm_3kmh,0.3610280932456665,0.9969325153374233,0.9865327705638817
activity_tm_3kmh,0.3610280932456665,0.9975460122699387,0.9865327705638817
